"Katalog","Kodiersystem","Kode","P-Code1","P-Code2","P-Code3","Text1","Text2","Text3","Text4","Text5","Text6","DatumGueltigkeit","ADV16_Int"
"016","000","0404630",,,,"Rizinus","(Ricinus communis)",,,,,"20041201",404630
"016","000","0404631",,,,"Mutterkorn","(Claviceps purpurea)",,,,,"20041201",404631
"016","000","0404632",,,,"Stechapfel","(Datura stramonium)",,,,,"20041201",404632
"016","000","0404633",,,,"Taumellolch","(Lolium temulentum)",,,,,"20041201",404633
"016","000","0404634",,,,"Ackerlolch","(Lolium remotum)",,,,,"20041201",404634
"016","000","0404635",,,,"Senf spp.",,,,,,"20041201",404635
"016","000","0404636",,,,"Aprikose","(Prunus armenica L.)",,,,,"20041201",404636
"016","000","0404637",,,,"Bittermandel","(Prunus dulcis)",,,,,"20041201",404637
"016","000","0404638",,,,"Buchecker, ungeschält",,,,,,"20041201",404638
"016","000","0404639",,,,"Leindotter","(Camelina sativa)",,,,,"20041201",404639
"016","000","0404640",,,,"Purgierölbaum","(Croton tiglium)",,,,,"20041201",404640
"016","000","0404641",,,,"Erdnuss",,,,,,"20051207",404641
"016","000","0404642",,,,"Haselnuss",,,,,,"20051207",404642
"016","000","0404643",,,,"Mandel","(Prununs dulcis)",,,,,"20120607",404643
"016","000","0404644",,,,"Walnuss",,,,,,"20071127",404644
"016","000","0404645",,,,"Sesamsamen",,,,,,"20071127",404645
"016","000","0404646",,,,"Cashewnuss",,,,,,"20071127",404646
"016","000","0404647",,,,"Pecannuss",,,,,,"20071127",404647
"016","000","0404648",,,,"Paranuss",,,,,,"20071127",404648
"016","000","0404649",,,,"Pistazie",,,,,,"20071127",404649
"016","000","0404650",,,,"Macadamianuss",,,,,,"20071127",404650
"016","000","0404651",,,,"Lupine",,,,,,"20071127",404651
"016","000","0404670",,,,"Greiskräuter","(Senecio spp.)",,,,,"20091203",404670
"016","000","0404671",,,,"Gemeines Greiskraut","(Senecio vulgaris L.)",,,,,"20091203",404671
"016","000","0404672",,,,"Akazie","(Robinia pseudoacacia)",,,,,"20120607",404672
"016","000","0404673",,,,"Avocado","(Persea americana)",,,,,"20120607",404673
"016","000","0404674",,,,"Bergbuche","(Fagus sylvatica)",,,,,"20120607",404674
"016","000","0404675",,,,"Borretsch","(Borago officinalis)",,,,,"20120607",404675
"016","000","0404676",,,,"Buchweizen","(Fagopyrum esculentum)",,,,,"20120607",404676
"016","000","0404677",,,,"Büschelschön","(Phacelia)",,,,,"20120607",404677
"016","000","0404678",,,,"Besenheide","(Calluna vulgaris)",,,,,"20120607",404678
"016","000","0404679",,,,"Edelkastanie; Esskastanie","(Castanea sativa)",,,,,"20120607",404679
"016","000","0404680",,,,"Eiche","(Quercus)",,,,,"20120607",404680
"016","000","0404681",,,,"Eukalyptus","(Eucalyptus)",,,,,"20120607",404681
"016","000","0404682",,,,"Himbeere","(Rubus idaeus)",,,,,"20120607",404682
"016","000","0404683",,,,"Kaffee","(Coffea)",,,,,"20120607",404683
"016","000","0404684",,,,"Klee","(Trifolium)",,,,,"20120607",404684
"016","000","0404685",,,,"Koriander","(Coriandrum sativum)",,,,,"20120607",404685
"016","000","0404686",,,,"Löwenzahn","(Taraxacum)",,,,,"20120607",404686
"016","000","0404687",,,,"Lavendel, echter","(Lavendula angustifolia)",,,,,"20120607",404687
"016","000","0404688",,,,"Linde","(Tilia)",,,,,"20120607",404688
"016","000","0404689",,,,"Orange","(Citrus sinensis)",,,,,"20120607",404689
"016","000","0404690",,,,"Pinie","(Pinus pinea)",,,,,"20120607",404690
"016","000","0404691",,,,"Rosmarin","(Rosmarinus officinalis)",,,,,"20120607",404691
"016","000","0404692",,,,"Salbei","(Salvia)",,,,,"20120607",404692
"016","000","0404693",,,,"Seidenpflanze","(Asclepias spp.)",,,,,"20120607",404693
"016","000","0404694",,,,"Tanne","(Abies)",,,,,"20120607",404694
"016","000","0404695",,,,"Thymian","(Thymus)",,,,,"20120607",404695
"016","000","0404696",,,,"Wasserdost","(Eupatorium spp.)",,,,,"20130101",404696
"016","000","0404697",,,,"Natternköpfe","(Echium spp.)",,,,,"20130101",404697
"016","000","0404901",,,,"Kot",,,,,,"20041201",404901
"016","000","0405304",,,,"Geflügelmehl",,,,,,"20041201",405304
"016","000","0500000",,,,"Bakteriologisch/mykologische Gruppierungen und mikroskopisch erhobene Befunde",,,,,,"19990330",500000
"016","000","0501000",,,"Aerobe Keime gesamt","Aerobe Keime gesamt",,,,,,"19990330",501000
"016","000","0501001",,,,"Koloniezahl bei 20 °C",,,,,,"20001124",501001
"016","000","0501002",,,,"Koloniezahl bei 36 °C",,,,,,"20001124",501002
"016","000","0501003",,,,"Koloniezahl bei 22 °C",,,,,,"20021204",501003
"016","000","0501004",,,,"Koloniezahl bei 37 °C",,,,,,"20021204",501004
"016","000","0501005",,,,"Koloniezahl bei 30 °C",,,,,,"20031030",501005
"016","000","0501006",,,,"Koloniezahl bei 25 °C",,,,,,"20120607",501006
"016","000","0501010",,,,"Aerobe mesophile Keime",,,,,,"19990330",501010
"016","000","0501020",,,,"Aerobe psychrotrophe Keime",,,,,,"19990330",501020
"016","000","0501030",,,,"Aerobe psychrophile Keime",,,,,,"19990330",501030
"016","000","0501040",,,,"Aerobe thermophile Keime",,,,,,"19990330",501040
"016","000","0501050",,,,"Anaerobe mesophile Keime",,,,,,"19990330",501050
"016","000","0501060",,,,"Anaerobe Sporenbildner",,,,,,"19990330",501060
"016","000","0501070",,,,"Aerobe Sporenbildner",,,,,,"19990330",501070
"016","000","0501080",,,,"Sulfitreduzierende Anaerobier",,,,,,"20001124",501080
"016","000","0501081",,,,"Sulfitreduzierende sporenbildende Anaerobier",,,,,,"20180101",501081
"016","000","0501090",,,,"Enterobacteriaceae",,,,,,"20040701",501090
"016","000","0501091",,,,"Enterobacteriaceae ESBL-bildend",,,,,,"20150101",501091
"016","000","0501092",,,,"Enterobacteriaceae AmpC-bildend",,,,,,"20150101",501092
"016","000","0501093",,,,"Enterobacteriaceae Carbapenemase-bildend",,,,,,"20150101",501093
"016","000","0501100",,,,"Pseudomonaden",,,,,,"19990330",501100
"016","000","0501101",,,,"Pseudomonaden präsumtive",,,,,,"20130101",501101
"016","000","0501110",,,"Coliforme Keime","Coliforme Keime",,,,,,"19990330",501110
"016","000","0501120",,,,"Kaseolyten",,,,,,"19990330",501120
"016","000","0501130",,,,"Lipolyten",,,,,,"19990330",501130
"016","000","0501140",,,,"Aerobe Milchsäurebildner",,,,,,"20040701",501140
"016","000","0501141",,,,"Anaerobe Milchsäurebildner",,,,,,"20031030",501141
"016","000","0501150",,,,"Halophile Keime",,,,,,"20001201",501150
"016","000","0501200",,,,"Keimrasen",,,,,,"19990330",501200
"016","000","0501210",,,,"Bakterien versporte",,,,,,"20001201",501210
"016","000","0501220",,,,"Schimmelpilzhyphen",,,,,,"19990330",501220
"016","000","0501230",,,,"Konidien",,,,,,"19990330",501230
"016","000","0501240",,,,"Sprosspilze",,,,,,"19990330",501240
"016","000","0501241",,,,"Fremdhefen",,,,,,"20001124",501241
"016","000","0501242",,,,"Kulturhefen",,,,,,"20001124",501242
"016","000","0501243",,,,"Saccharomyces-Fremdhefen",,,,,,"20001124",501243
"016","000","0501244",,,,"Nicht Saccharomyces-Fremdhefen",,,,,,"20001124",501244
"016","000","0501245",,,,"Osmotolerante Hefen",,,,,,"20001124",501245
"016","000","0501246",,,,"Osmotolerante Schimmelpilze",,,,,,"20130101",501246
"016","000","0501250",,,,"Keime im Sediment",,,,,,"19990330",501250
"016","000","0501260",,,,"Gram-positive Stäbchen",,,,,,"19990330",501260
"016","000","0501270",,,,"Gram-negative Stäbchen",,,,,,"19990330",501270
"016","000","0501280",,,,"Gram-positive Kokken",,,,,,"19990330",501280
"016","000","0501281",,,,"Fäkalstreptokokken",,,,,,"20001124",501281
"016","000","0501290",,,,"Säurefeste Stäbchen",,,,,,"19990330",501290
"016","000","0501300",,,,"Säurebildende Mikroorganismen",,,,,,"19990330",501300
"016","000","0501310",,,,"Nichtsäurebildende Mikroorganismen",,,,,,"19990330",501310
"016","000","0501420",,,,"Essigsäurebakterien",,,,,,"20001124",501420
"016","000","0501430",,,,"Bifidobakterien",,,,,,"20051207",501430
"016","000","0600000",,,,"Hefen und Verwandte",,,,,,"20001124",600000
"016","000","0600900",,,,"Geotrichum",,,,,,"20001124",600900
"016","000","0601000",,,,"Geotrichum candidum",,,,,,"20001124",601000
"016","000","0601100",,,,"Geotrichum lactis H",,,,,,"19990330",601100
"016","000","0601200",,,,"Geotrichum lactis P",,,,,,"19990330",601200
"016","000","0601300",,,,"Rhodotorula",,,,,,"19990330",601300
"016","000","0601400",,,,"Candida",,,,,,"19990330",601400
"016","000","0601401",,,,"Candida albicans",,,,,,"20130101",601401
"016","000","0601500",,,,"Cryptococcus",,,,,,"20001124",601500
"016","000","0601600",,,,"Torulopsis",,,,,,"20001124",601600
"016","000","0601700",,,,"Trichosporon",,,,,,"20001124",601700
"016","000","0601800",,,,"Debaryomyces",,,,,,"20001124",601800
"016","000","0602000",,,,"Saccharomyces",,,,,,"20001124",602000
"016","000","0602001",,,,"Saccharomyces cerevisiae",,,,,,"20001124",602001
"016","000","0700000",,,,"Schimmelpilze",,,,,,"19990330",700000
"016","000","0701000",,,,"Mucor",,,,,,"19990330",701000
"016","000","0701001",,,,"Mucor mucedo",,,,,,"19990330",701001
"016","000","0701002",,,,"Mucor racemosus",,,,,,"19990330",701002
"016","000","0701003",,,,"Mucor plumbeus",,,,,,"19990330",701003
"016","000","0702000",,,,"Aspergillus",,,,,,"19990330",702000
"016","000","0702001",,,,"Aspergillus flavus",,,,,,"19990330",702001
"016","000","0702002",,,,"Aspergillus glaucus",,,,,,"19990330",702002
"016","000","0702003",,,,"Aspergillus niger",,,,,,"19990330",702003
"016","000","0702004",,,,"Aspergillus oryzae",,,,,,"19990330",702004
"016","000","0702005",,,,"Aspergillus fumigatus",,,,,,"19990330",702005
"016","000","0702011",,,,"Aspergillus parasiticus",,,,,,"19990330",702011
"016","000","0703000",,,,"Penicillium",,,,,,"19990330",703000
"016","000","0703001",,,,"Penicillium glaucum",,,,,,"19990330",703001
"016","000","0703002",,,,"Penicillium expansum",,,,,,"19990330",703002
"016","000","0703003",,,,"Penicillium urticum",,,,,,"19990330",703003
"016","000","0703004",,,,"Penicillium citrinum",,,,,,"19990330",703004
"016","000","0703005",,,,"Penicillium italicum",,,,,,"19990330",703005
"016","000","0703006",,,,"Penicillium notatum",,,,,,"19990330",703006
"016","000","0703007",,,,"Penicillium camemberti",,,,,,"19990330",703007
"016","000","0703008",,,,"Penicillium roqueforti",,,,,,"19990330",703008
"016","000","0703009",,,,"Penicillium pfefferianium",,,,,,"20001124",703009
"016","000","0704000",,,,"Monilia Neurospora",,,,,,"19990330",704000
"016","000","0704001",,,,"Monilia sitophila",,,,,,"19990330",704001
"016","000","0704002",,,,"Monilia variabilis",,,,,,"19990330",704002
"016","000","0705000",,,,"Rhizopus",,,,,,"19990330",705000
"016","000","0705001",,,,"Rhizopus Nigricans (stolonifer)",,,,,,"19990330",705001
"016","000","0705002",,,,"Rhizopus Oryzae",,,,,,"19990330",705002
"016","000","0705003",,,,"Rhizopus Delemar",,,,,,"19990330",705003
"016","000","0706000",,,,"Cladosporium",,,,,,"19990330",706000
"016","000","0706001",,,,"Cladosporium herbarum",,,,,,"19990330",706001
"016","000","0706002",,,,"Cladosporium cellare",,,,,,"19990330",706002
"016","000","0706003",,,,"Cladosporium suaevolens",,,,,,"19990330",706003
"016","000","0707000",,,,"Chrysonilia",,,,,,"19990330",707000
"016","000","0707001",,,,"Chrysonilia sitophila",,,,,,"19990330",707001
"016","000","0708000",,,,"Fusarium",,,,,,"19990330",708000
"016","000","0708001",,,,"Fusarium coerulum",,,,,,"19990330",708001
"016","000","0708002",,,,"Fusarium graminearum",,,,,,"19990330",708002
"016","000","0708003",,,,"Fusarium roseum",,,,,,"19990330",708003
"016","000","0709000",,,,"Alternaria",,,,,,"19990330",709000
"016","000","0709001",,,,"Alternaribrassicae",,,,,,"19990330",709001
"016","000","0709002",,,,"Alternarisolani",,,,,,"19990330",709002
"016","000","0710000",,,,"Botrytis",,,,,,"19990330",710000
"016","000","0710001",,,,"Botrytis cinerea",,,,,,"19990330",710001
"016","000","0800000",,,,"Gruppe fakultativ anaerober gramnegativer Stäbchen",,,,,,"19990330",800000
"016","000","0801000",,,,"Genus Escherichia",,,,,,"19990330",801000
"016","000","0801001",,,"Escherichia coli","Escherichia coli",,,,,,"19990330",801001
"016","000","0801002",,,,"Escherichia coli Toxinbildner",,,,,,"20041201",801002
"016","000","0801003",,,,"Escherichia coli mit eae - Gen",,,,,,"19990330",801003
"016","000","0801004",,,,"Escherichia coli O157:H7",,,,,,"20110609",801004
"016","000","0801005",,,,"Escherichia coli O157",,,,,,"20001124",801005
"016","000","0801006",,,,"Escherichia coli Stx I-Toxinbildner",,,,,,"20001124",801006
"016","000","0801007",,,,"Escherichia coli Stx II-Toxinbildner",,,,,,"20001124",801007
"016","000","0801008",,,,"Escherichia coli Verotoxinbildende",,,,,,"20021204",801008
"016","000","0801009",,,,"Escherichia coli O104",,,,,,"20110609",801009
"016","000","0801010",,,,"Escherichia coli O104:H4",,,,,,"20110609",801010
"016","000","0801011",,,,"Escherichia coli ESBL-bildend",,,,,,"20130101",801011
"016","000","0801012",,,,"Escherichia coli AmpC-bildend",,,,,,"20150101",801012
"016","000","0801013",,,,"Escherichia coli ESBL/AmpC-bildend",,,,,,"20150101",801013
"016","000","0801014",,,,"Escherichia coli Carbapenemase-bildend",,,,,,"20150101",801014
"016","000","0802000",,,,"Genus Shigella",,,,,,"19990330",802000
"016","000","0802001",,,,"Shigella dysenteriae",,,,,,"19990330",802001
"016","000","0802002",,,,"Shigella flexneri",,,,,,"19990330",802002
"016","000","0802003",,,,"Shigella boydii",,,,,,"19990330",802003
"016","000","0802004",,,,"Shigella sonnei",,,,,,"20031030",802004
"016","000","0803000",,,,"Genus Salmonella",,,,,,"19990330",803000
"016","000","0803010","SA319981009",,"S.I-Rauhform","Salmonella I-Rauhform",,,,,,"20011213",803010
"016","000","0803101","SA070110009",,"S.Typhi","Salmonella Typhi",,,,,,"19990330",803101
"016","000","0803102","SA010010009",,"S.Paratyphi A","Salmonella Paratyphi A",,,,,,"19990330",803102
"016","000","0803201","SA020080009",,"S.Paratyphi B","Salmonella Paratyphi B",,,,,,"19990330",803201
"016","000","0803202","SA000000002",,"S.Typhimurium","Salmonella Typhimurium",,,,,,"20021204",803202
"016","000","0803203","SA020580009",,"S.Indiana","Salmonella Indiana",,,,,,"19990330",803203
"016","000","0803204","SA020271009",,"S.Saintpaul O:5-","Salmonella Saintpaul O:5-",,,,,,"19990330",803204
"016","000","0803205","SA020500009",,"S.Heidelberg","Salmonella Heidelberg",,,,,,"19990330",803205
"016","000","0803206","SA020830009",,"S.Agona","Salmonella Agona",,,,,,"19990330",803206
"016","000","0803207","SA020230009",,"S.Schwarzengrund","Salmonella Schwarzengrund",,,,,,"19990330",803207
"016","000","0803208","SA020440009",,"S.Bredeney","Salmonella Bredeney",,,,,,"19990330",803208
"016","000","0803209","SA021230009",,"S.Typhimurium O:5-","Salmonella Typhimurium O:5-; Salmonella Typhimurium var. Copenhagen",,,,,,"20080602",803209
"016","000","0803210","SA020250009",,"S.Duisburg","Salmonella Duisburg",,,,,,"19990330",803210
"016","000","0803211","SA020730009",,"S.Eppendorf","Salmonella Eppendorf",,,,,,"20001124",803211
"016","000","0803212","SA020280009",,"S.Reading","Salmonella Reading",,,,,,"20001124",803212
"016","000","0803213","SA020300009",,"S.Chester","Salmonella Chester",,,,,,"20001124",803213
"016","000","0803214","SA020320009",,"S.Derby","Salmonella Derby",,,,,,"20001124",803214
"016","000","0803215","SA020330009",,"S.Essen","Salmonella Essen",,,,,,"20001124",803215
"016","000","0803216","SA020460009",,"S.Brandenburg","Salmonella Brandenburg",,,,,,"20001124",803216
"016","000","0803217","SA020610009",,"S.Stanleyville","Salmonella Stanleyville",,,,,,"20001124",803217
"016","000","0803218","SA000000016",,"S.Paratyphi B Var. Java","Salmonella Paratyphi B dT+; Salmonella Paratyphi B var. Java",,,,,,"20110524",803218
"016","000","0803219","SA020880009",,"S.Mons","Salmonella Mons",,,,,,"20011213",803219
"016","000","0803221","SA090120009",,"S.Anatum 15+","Salmonella Anatum 15+; Salmonella Newington",,,,,,"20080602",803221
"016","000","0803222",,,,"Salmonella - Antikörper",,,,,,"20031030",803222
"016","000","0803223","SA020120009",,"S.Abony","Salmonella Abony",,,,,,"20040701",803223
"016","000","0803224","SA020050009",,"S.Bispebjerg","Salmonella Bispebjerg",,,,,,"20040701",803224
"016","000","0803225","SA0000005",,"S.I 4,(5),12:I:-","Salmonella Typhimurium monophasisch 1,4,[5],12:i:-",,,,,,"20110524",803225
"016","000","0803301","SA030420009",,"S.Infantis","Salmonella Infantis",,,,,,"19990330",803301
"016","000","0803302","SA030640009",,"S.Ohio","Salmonella Ohio",,,,,,"19990330",803302
"016","000","0803303","SA030410009",,"S.Virchow","Salmonella Virchow",,,,,,"19990330",803303
"016","000","0803304","SA030190009",,"S.Livingstone","Salmonella Livingstone",,,,,,"19990330",803304
"016","000","0803305","SA030240009",,"S.Montevideo","Salmonella Montevideo",,,,,,"19990330",803305
"016","000","0803306","SA030040009",,"S.Oslo","Salmonella Oslo",,,,,,"20001124",803306
"016","000","0803307","SA030120009",,"S.Choleraesuis","Salmonella Choleraesuis",,,,,,"20001124",803307
"016","000","0803308","SA030740009",,"S.Isangi","Salmonella Isangi",,,,,,"20001124",803308
"016","000","0803309","SA030760009",,"S.Kivu","Salmonella Kivu",,,,,,"20001124",803309
"016","000","0803310","SA031450009",,"S.Nieukerk","Salmonella Nieukerk",,,,,,"20001124",803310
"016","000","0803311","SA030800009",,"S.Rissen","Salmonella Rissen",,,,,,"20001124",803311
"016","000","0803312","SA030260009",,"S.Oranienburg","Salmonella Oranienburg",,,,,,"20001124",803312
"016","000","0803313","SA030280009",,"S.Thompson","Salmonella Thompson",,,,,,"20001124",803313
"016","000","0803314","SA030360009",,"S.Colorado","Salmonella Colorado",,,,,,"20001124",803314
"016","000","0803315","SA030470009",,"S.Bareilly","Salmonella Bareilly",,,,,,"20001124",803315
"016","000","0803316","SA040100009",,"S.Muenchen","Salmonella Muenchen",,,,,,"20080602",803316
"016","000","0803317","SA040110009",,"S.Manhattan","Salmonella Manhattan",,,,,,"20001124",803317
"016","000","0803319","SA040410009",,"S.Emek","Salmonella Emek",,,,,,"20001124",803319
"016","000","0803320","SA040200009",,"S.Blockley","Salmonella Blockley",,,,,,"20011213",803320
"016","000","0803321","SA040270009",,"S.Bovismorbificans","Salmonella Bovismorbificans",,,,,,"20001124",803321
"016","000","0803322","SA040290009",,"S.Goldcoast","Salmonella Goldcoast",,,,,,"20001124",803322
"016","000","0803323","SA030540009",,"S.Mbandaka","Salmonella Mbandaka",,,,,,"20011213",803323
"016","000","0803324","SA030220009",,"S.Braenderup","Salmonella Braenderup",,,,,,"20031030",803324
"016","000","0803325","SA030560009",,"S.Tennessee","Salmonella Tennessee",,,,,,"20031030",803325
"016","000","0803326","SA030440009",,"S.Colindale","Salmonella Colindale",,,,,,"20040701",803326
"016","000","0803327","SA030600009",,"S.Larochelle","Salmonella Larochelle",,,,,,"20071127",803327
"016","000","0803400",,,"S.-Gruppe C2-C3-O-FORM","Salmonella -Gruppe C2-C3-O-FORM",,,,,,"20080606",803400
"016","000","0803401","SA040360009",,"S.Hadar","Salmonella Hadar",,,,,,"19990330",803401
"016","000","0803402","SA040130009",,"S.Newport","Salmonella Newport",,,,,,"19990330",803402
"016","000","0803404","SA040210009",,"S.Litchfield","Salmonella Litchfield",,,,,,"20011213",803404
